"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Mercurio","Níquel","Plomo","Zinc","Coliformes totales","Coliformes fecales","Profundidad","Sólidos totales","Nitrógeno total","Manganeso","Sodio","Temp. ambiente","Transparencia Secchi","Clorofilas","fecha","año","mes","est"
24.5,8.61,6.51,632,24.8,366.57,55.83,111.94,0.92,0.1,0.022,1.78,5.94,9.15,0.51,13.02,132.01,1.63,0.056,10,506,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.082,0.0005,0.1,0.0025,0.02,3,3,3.3,516,5.94,,,,,,2009-09-02,"2009","9","14"
24.9,8.57,5.92,635,29.1,366.57,54.06,119.8,0.91,0.1,0.022,1.19,5.94,9.24,0.059,17.19,118.39,2.87,0.211,12,529,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.153,0.0005,0.1,0.0025,0.02,40000,40000,3.3,541,5.94,,,,,,2009-09-02,"2009","9","LC-02"
25.4,8.34,8.29,632,24.3,343.66,55.83,115.87,0.8,0.1,0.022,1.19,7.12,9.28,0.102,23.76,127.6,5.54,0.651,35,505,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.081,0.0005,0.1,0.0025,0.02,3,3,3.47,540,7.12,,,,,,2009-09-02,"2009","9","LC-04"
25.7,8.29,7.5,638,31.3,366.57,57.6,113.91,0.74,0.1,0.022,1.19,7.72,10.15,0.118,22.2,122.8,2.95,0.618,17,513,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.187,0.0006,0.1,0.0025,0.02,40000,40000,3.47,530,7.72,,,,,,2009-09-02,"2009","9","17"
24.3,8.03,9.67,567,27.4,320.75,55.83,119.8,0.71,0.1,0.022,1.78,11.28,9.47,0.056,25.92,113.59,9.78,0.064,30,454,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.161,0.0005,0.1,0.0025,0.056,3,3,2.45,484,11.28,,,,,,2009-09-02,"2009","9","18"
25,8.21,8.68,561,19,320.75,57.6,104.09,0.74,0.1,0.022,1.78,8.31,8.48,0.067,20.52,96.37,9.48,0.604,13,467,0.1,0.1,0.747,0.0025,0.005,0.0005,0.05,0.05,0.723,0.0005,0.1,0.0025,0.058,3,3,2.05,480,8.31,,,,,,2009-09-02,"2009","9","LC-01"
24.9,8.54,8.68,635,22.4,366.6,54.06,117.84,0.8,0.1,0.022,0.59,7.72,9.89,0.146,15.87,117.59,5.11,0.49,17,481,0.1,0.198,0.01,0.0025,0.005,0.0005,0.05,0.05,0.068,0.0005,0.1,0.0025,0.02,3,3,4.18,498,7.72,,,,,,2009-09-02,"2009","9","LC-03"
25,8.63,10.26,624,24.7,343.7,55.83,119.8,0.78,0.1,0.022,1.19,1.78,9.08,0.108,10.56,111.98,3.02,0.47,12,508,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.072,0.0005,0.1,0.0025,0.054,3,3,3,520,1.78,,,,,,2009-09-02,"2009","9","21"
24.2,8.64,10.06,626,24.3,343.7,54.94,119.8,0.72,0.1,0.022,0.59,4.15,9.11,0.207,13.05,114.39,7.79,0.352,7,518,0.1,0.198,0.01,0.0025,0.005,0.0005,0.05,0.05,0.073,0.0006,0.1,0.0025,0.02,3,3,3.15,525,4.15,,,,,,2009-09-02,"2009","9","LC-05"
25.8,8.88,14.8,619,31.4,366.6,54.06,117.84,0.71,0.1,0.022,0.59,7.72,9.06,0.19,18.69,114.39,9.21,0.0322,14,506,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.053,0.0006,0.1,0.0025,0.02,3,3,4.1,520,7.72,,,,,,2009-09-02,"2009","9","23"
26.1,8.6,7.7,635,32.4,321,54.94,115.8,0.72,0.1,0.022,0.594,5.94,8.89,0.265,14.3,54.82,,0.475,40,471,0.1,0.59,0.01,0.0025,0.005,0.0005,0.05,0.05,0.118,0.0005,0.1,0.0025,0.02,43000,23000,3.2,511,5.94,,,,,,2009-09-22,"2009","9","14"
26.2,8.53,9.8,651,27.6,321,56.72,111.9,0.62,0.1,0.022,0.594,6.52,8.99,0.299,16.32,62.05,6.63,0.407,48,454,0.1,,0.01,0.0025,0.005,0.0005,0.05,0.05,0.09,0.0005,0.1,0.0025,0.02,9000,9000,3.2,502,6.52,,,,,,2009-09-22,"2009","9","LC-02"
25.9,8.66,10.08,649,33.5,321,54.94,111.9,0.71,0.1,0.022,0.594,8.31,8.89,0.262,16.92,66.24,10.59,0.458,50,451,0.1,0.34,0.01,0.0025,0.005,0.0005,0.05,0.05,0.193,0.001,0.1,0.0025,0.02,3,3,3.6,501,8.31,,,,,,2009-09-22,"2009","9","LC-04"
25.9,8.66,10.87,644,30.6,321,56.72,111.9,0.74,0.39,0.022,0.594,7.59,9.73,0.318,27.12,84.13,2.06,0.558,68,537,0.1,0.2,0.01,0.0025,0.005,0.0005,0.05,0.05,0.115,0.0005,0.1,0.0025,0.02,3,3,3.3,605,7.98,,,,,,2009-09-22,"2009","9","17"
26.4,7.99,11.86,582,24.7,278.2,49.63,104,0.63,0.37,0.022,0.594,8.9,9.5,0.297,55.5,122.58,5.22,1.001,50,519,0.1,0.4,0.01,0.0025,0.005,0.0005,0.05,0.05,0.218,0.0005,0.1,0.0025,0.02,15000,15000,2.1,569,9.27,,,,,,2009-09-22,"2009","9","18"
25,8.59,10.08,611,24.5,299.6,51.4,108,0.69,0.27,0.022,0.594,7.12,8.17,0.468,26,42,3.22,0.651,58,437,0.1,0.4,0.01,0.0025,0.005,0.0005,0.05,0.05,0.143,0.0005,0.1,0.0025,0.02,4000,4000,2.2,495,7.39,,,,,,2009-09-22,"2009","9","LC-01"
27,8.82,13.04,642,27.3,321,60.26,115.8,0.67,0.1,0.022,0.594,6.53,8.73,0.357,17.52,44.54,6.39,0.436,42,477,0.1,0.3,0.01,0.0025,0.005,0.0005,0.05,0.05,0.051,0.0006,0.1,0.0025,0.02,3,3,4.8,519,6.53,,,,,,2009-09-22,"2009","9","LC-03"
27,8.83,14.43,641,26.7,331.7,55.83,108,0.76,0.1,0.022,0.594,10.09,8.03,0.387,18.93,53.68,11.28,0.416,47,483,0.1,0.4,0.01,0.0025,0.005,0.0005,0.05,0.05,0.058,0.0005,0.1,0.0025,0.02,3,3,3.15,530,10.09,,,,,,2009-09-22,"2009","9","21"
24.1,8.79,12.65,646,30,321,53.17,111.9,0.75,0.1,0.022,0.594,10.09,7.63,0.25,18,68.14,5.52,0.492,57,459,0.1,0.4,0.01,0.0025,0.005,0.0005,0.05,0.05,0.103,0.0006,0.1,0.0025,0.02,3,3,3.15,516,10.09,,,,,,2009-09-22,"2009","9","LC-05"
26.5,8.84,16.8,644,29.4,428,81.53,135.5,0.67,0.26,0.022,0.594,8.31,9.59,0.274,18.51,95.17,4.79,0.491,63,517,0.1,0.4,0.01,0.0025,0.005,0.0005,0.05,0.05,0.041,0.0007,0.1,0.0025,0.02,3,3,3.9,580,8.57,,,,,,2009-09-22,"2009","9","23"
21.7,8.58,6.12,725,27.6,358,64,136,0.77,0.1,0.022,4.12,5.88,15.12,0.019,18.39,120.3,8.37,0.35,36,464,0.1,0.69,0.01,0.0025,0.005,0.0005,0.05,0.05,0.138,0.0005,0.1,0.0025,0.02,3,3,2.9,500,5.88,0.087,73.9,,,,2009-10-29,"2009","10","14"
21.5,8.37,4.73,728,20.8,319,57,124,0.76,0.1,0.022,3.53,7.06,13.37,0.019,18.15,119.92,8.37,0.26,76,415,0.1,0.59,0.01,0.0025,0.005,0.0005,0.05,0.05,0.036,0.0005,0.1,0.0025,0.02,3,3,2.9,491,7.06,0.075,73.6,,,,2009-10-29,"2009","10","LC-02"
21.1,8.45,7.3,727,18.6,378,60,128,0.85,0.1,0.022,4.12,7.06,12.17,0.14,15.36,190.73,8.37,0.37,61,436,0.1,0.39,0.01,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,3,3,2.9,497,7.06,0.093,75.5,,,,2009-10-29,"2009","10","LC-04"
21.5,8.37,8.88,723,20.7,339,62,128,0.79,0.1,0.022,3.53,7.06,12.95,0.17,22.86,150,8.37,0.28,72,427,0.1,0.59,0.01,0.0025,0.005,0.0005,0.05,0.05,0.024,0.0005,0.1,0.0025,0.02,3,3,3.1,499,7.06,0.109,72.9,,,,2009-10-29,"2009","10","17"
20.8,7.42,1.57,720,16.05,349,57,139,0.7,0.1,0.022,3.53,10,13.52,0.51,17.22,100.12,8.37,0.37,48,417,0.1,0.49,0.01,0.0025,0.005,0.0005,0.05,0.05,0.15,0.0005,0.1,0.0025,0.02,40000,40000,1.9,465,10,0.2,68.1,,,,2009-10-29,"2009","10","18"
20.7,7.68,6.12,713,18.6,339,53,136,0.78,0.1,0.022,2.94,7.64,12.99,0.27,20.19,168.27,8.37,0.98,48,435,0.1,0.59,0.01,0.0025,0.005,0.0005,0.05,0.05,0.07,0.0005,0.1,0.0025,0.02,3,3,1.6,483,7.64,0.123,69.6,,,,2009-10-29,"2009","10","LC-01"
21.5,8.56,10.26,718,20.8,358,60,128,0.84,0.1,0.015,2.94,8.23,13.12,0.23,30.12,135.91,8.37,0.31,51,434,0.1,0.39,0.01,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,9000,9000,3.6,485,8.245,0.089,71.8,,,,2009-10-29,"2009","10","LC-03"
20.7,8.73,7.89,701,21.4,358,53,124,0.78,0.1,0.022,2.94,8.23,13.08,0.25,18.12,127.53,8.37,0.48,77,426,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.02,0.0005,0.1,0.0025,0.02,3,3,2.6,503,8.23,0.079,73,,,,2009-10-29,"2009","10","21"
21.8,8.63,10.46,721,20.35,358,55,126,0.78,0.1,0.022,2.35,7.06,13.77,0.22,16.68,141.62,6.09,0.37,37,459,0.1,0.39,0.01,0.0025,0.005,0.0005,0.05,0.05,0.098,0.0005,0.1,0.0025,0.02,3,3,2.85,496,7.06,0.874,75.4,,,,2009-10-29,"2009","10","LC-05"
22.3,8.62,9.28,719,22.2,299,58,128,0.79,0.1,0.022,2.35,6.45,13.29,0.25,83.25,183.88,8.37,0.28,12,496,0.1,0.19,0.01,0.0025,0.005,0.0005,0.05,0.05,0.02,0.0005,0.1,0.0025,0.02,3,3,3.5,508,6.45,0.081,73.7,,,,2009-10-29,"2009","10","23"
20.1,8.74,7.63,763,25.3,338.64,65.56,127.74,1,0.1,0.022,3.53,7.06,9.78,0.69,18.78,152.66,7.11,0.58,71,471,0.1,0.1,0.269,0.0025,0.005,0.0005,0.05,0.05,0.153,0.0005,0.1,0.0025,0.054,900,900,3.15,542,7.06,0.089,72.1,,,,2009-11-18,"2009","11","14"
21.1,8.47,4.22,762,26.5,358.56,60.25,131.74,0.89,0.1,0.022,8.23,10.58,14.08,0.52,18.99,124.49,7.74,0.54,60,778,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.103,0.0005,0.1,0.0025,0.02,43000,43000,2.65,838,10.58,0.096,69.5,,,,2009-11-18,"2009","11","LC-02"
21.1,8.87,11.88,749,21.2,338.64,53.16,127.74,0.84,0.1,0.022,4.12,8.23,11.23,0.29,31.38,138.96,7.33,0.51,86,461,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.15,0.0005,0.1,0.0025,0.071,4000,4000,3.38,547,8.23,0.077,70.6,,,,2009-11-18,"2009","11","LC-04"
21.73,9.07,14.9,749,27.4,398.4,49.61,139.72,0.86,0.1,0.022,3.53,9.41,9.79,0.27,32.7,134.01,5.79,0.64,90,697,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.039,0.0005,0.1,0.0025,0.02,3,3,2.95,787,9.41,0.07,71.7,,,,2009-11-18,"2009","11","17"
21.1,8.46,5.63,766,28.5,378.48,58.48,135.73,0.8,0.1,0.022,3.53,7.64,11.02,0.99,32.04,130.2,8.37,0.93,82,459,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.119,0.0005,0.1,0.0025,0.02,43000,43000,2.25,541,7.64,0.117,65.5,,,,2009-11-18,"2009","11","18"
22.2,9.17,15.91,744,33.7,348.6,62.02,133.37,0.88,0.1,0.022,3.53,7.06,9.6,0.57,34.2,132.48,8.37,0.47,115,437,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.064,0.0005,0.1,0.0025,0.02,4000,4000,2.15,552,7.06,0.079,72.2,,,,2009-11-18,"2009","11","LC-01"
22.16,8.98,13.89,750,24.3,318.72,63.79,131.74,0.9,0.1,0.022,2.94,6.46,11.06,1.45,19.77,132.1,8.37,0.56,68,485,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.04,0.0005,0.1,0.0025,0.02,3,3,3.85,553,6.46,0.07,69.9,,,,2009-11-18,"2009","11","LC-03"
20.2,8.81,9.26,754,25.3,358.56,61.13,131.74,0.97,0.1,0.022,4.12,8.23,12.96,1.9,23.22,120.3,8.37,0.5,61,476,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.242,0.0005,0.1,0.0025,0.02,3,3,2.65,537,8.23,0.095,70.7,,,,2009-11-18,"2009","11","21"
20.06,8.77,4.63,753,25.5,378.5,58.48,127.7,0.88,0.1,0.022,3.53,7.06,13.11,0.87,23.34,119.92,8.37,0.52,57,479,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.122,0.0005,0.1,0.0025,0.02,3,3,3.02,536,7.06,0.089,71.3,,,,2009-11-18,"2009","11","LC-05"
21.76,8.87,11.27,756,17.5,368.5,61.13,143.7,0.94,0.1,0.022,3.53,8.23,10.88,0.29,32.1,127.91,8.37,0.44,115,541,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.061,0.0005,0.1,0.0025,0.02,3,3,3.6,565,8.23,0.079,70.2,,,,2009-11-18,"2009","11","23"
15.06,8.55,4.23,599.3,55.4,430,58,119,0.95,0.1,0.11,2.34,10.58,7.89,0.2,13.38,146.76,8.37,0.58,57,532,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.202,0.002,0.1,0.0025,0.093,930,930,2.96,589,10.69,0.098,66.2,14,0.12,,2010-01-19,"2010","1","14"
15.06,8.66,4.67,600,56.1,400,56,146,1.01,0.1,0.09,1.75,8.82,7.98,0.019,15.54,145.14,8.37,0.65,37,530,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.234,0.0005,0.1,0.0025,0.138,930,750,2.75,567,8.91,0.108,63.4,14,0.13,,2010-01-19,"2010","1","LC-02"
15.3,8.66,6.61,596.6,54.3,410,60,135,0.89,0.1,0.13,2.34,9.97,8.86,0.12,15.9,126.59,8.37,0.78,31,524,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.077,0.0005,0.1,0.0025,0.163,750,4,3.2,555,10.1,0.127,63.7,17,0.12,,2010-01-19,"2010","1","LC-04"
16,8.49,11.37,599.6,56.6,410,60,140,0.93,0.1,0.13,1.75,8.23,7.54,0.37,24.63,160.87,8.37,0.84,52,521,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.344,90,4600,3,573,8.36,0.108,60.6,17,0.12,,2010-01-19,"2010","1","17"
16.26,7.9,4.68,652,35.3,410,62,140,0.93,0.1,0.09,6.34,12.94,8.73,0.22,31.32,131.83,8.37,2.04,28,568,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.674,43000,15000,1.54,596,13.03,0.195,81.2,19,0.15,,2010-01-19,"2010","1","18"
16.8,8.39,8.75,623.6,43.2,440,60,140,0.86,0.1,0.022,1.75,11.17,8.29,0.019,39.24,161.67,8.37,1.44,61,521,0.1,0.245,0.01,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.384,1500,1500,1.45,582,11.17,0.262,92,19,0.13,,2010-01-19,"2010","1","LC-01"
17.13,8.8,10.65,586.3,57.4,380,56,140,1.01,0.1,0.15,2.34,8.82,7.21,0.019,29.46,147.56,8.37,0.63,63,497,0.1,0.245,0.01,0.0025,0.005,0.0005,0.05,0.05,0.045,0.0005,0.1,0.0025,0.073,3,3,3.8,560,8.97,0.089,77.7,19,0.12,,2010-01-19,"2010","1","LC-03"
17.7,8.92,12.15,583,58,400,55,158,0.92,0.1,0.17,2.34,9.41,7.72,0.019,25.98,151.99,11.64,0.66,56,513,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.03,0.0005,0.1,0.0025,0.063,3,3,2.7,569,9.58,0.079,74.9,19,0.12,,2010-01-19,"2010","1","21"
17.86,8.87,13.8,578.6,54.5,430,54,140,0.92,0.1,0.15,1.75,8.23,7.75,0.019,26.58,138.26,10.69,0.57,31,522,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,3,3,2.72,553,8.38,0.089,76.8,19,0.13,,2010-01-19,"2010","1","LC-05"
18.33,8.95,14.7,580.6,86.2,450,55,123,0.93,0.1,0.12,2.34,8.23,7.39,0.019,28.92,176.19,6.17,0.74,88,478,0.1,0.245,0.01,0.0025,0.005,0.0005,0.05,0.05,0.108,0.0005,0.1,0.0025,0.02,3,3,2.78,566,8.35,0.089,88.9,19,0.12,,2010-01-19,"2010","1","23"
21.7,9.22,2.36,830,50,310,55,134,0.92,0.1,0.022,0.5,0.5,8.24,0.114,19.14,112.41,8.37,0.8,76,505,0.1,1.2,0.01,0.0025,0.005,0.0005,0.05,0.05,0.077,0.0005,0.1,0.0025,0.145,4600,4600,2.25,581,-1,,,22,,,2010-04-22,"2010","4","14"
21.4,9,2.99,774.6,45,306,53,136,0.94,0.1,0.022,0.5,0.5,7.13,0.203,18.12,117.96,8.37,0.8,62,534,0.1,0.97,0.01,0.0025,0.005,0.0005,0.05,0.05,0.078,0.0005,0.1,0.0025,0.137,1500,1500,2.05,596,-1,,,22,,,2010-04-22,"2010","4","LC-02"
21.1,9.19,7.02,759.6,50,314,54,132,0.93,0.1,0.022,0.5,0.5,7.46,0.019,19.86,111.13,8.37,0.83,34,569,0.1,1.2,0.01,0.0025,0.005,0.0005,0.05,0.05,0.165,0.0027,0.1,0.0025,0.143,40,40,2.9,603,-1,,,23,,,2010-04-22,"2010","4","LC-04"
20.96,9.36,7.28,750,55,306,52,130,0.94,0.1,0.022,0.5,0.5,7.49,0.106,18.9,140.17,8.37,0.87,62,545,0.1,1.2,0.01,0.0025,0.005,0.0005,0.05,0.05,0.109,0.0005,0.1,0.0025,0.137,90,90,2.75,607,-1,,,22,,,2010-04-22,"2010","4","17"
20.3,9.15,5.92,791.6,55,310,53,138,0.89,0.1,0.022,0.5,0.5,9.02,0.019,20.64,158.54,8.37,1.17,64,521,0.1,0.7,0.01,0.0025,0.005,0.0005,0.05,0.05,0.116,0.0005,0.1,0.0025,0.145,4600,4600,1.72,585,-1,,,21,,,2010-04-22,"2010","4","18"
21,9.28,4.81,790,50,297,54,132,1.02,0.1,0.022,0.5,0.5,7.87,0.019,18.36,181.61,8.37,0.92,38,580,0.1,0.97,0.225,0.0025,0.005,0.0005,0.05,0.05,0.149,0.0005,0.1,0.0025,0.165,430,430,2.65,618,-1,,,21,,,2010-04-22,"2010","4","LC-01"
21.8,9.41,10.12,776.6,50,302,52,136,0.88,0.1,0.022,0.5,0.5,7.16,0.019,21.66,147.44,8.37,0.77,58,553,0.1,0.97,0.01,0.0025,0.005,0.0005,0.05,0.05,0.072,0.0005,0.1,0.0025,0.15,90,90,3.76,611,-1,,,22,,,2010-04-22,"2010","4","LC-03"
23.2,9.34,8.4,702,40,306,54,132,1,0.1,0.022,0.5,0.5,7.79,0.019,19.92,98.31,8.37,0.8,44,545,0.1,0.7,0.01,0.0025,0.005,0.0005,0.05,0.05,0.086,0.0005,0.1,0.0025,0.138,3,3,2.33,589,-1,,,24,,,2010-04-22,"2010","4","21"
23.53,9.36,8.53,676,40,297,54,138,0.94,0.1,0.022,0.5,0.5,11.8,0.019,29.58,122.23,8.37,0.91,33,557,0.1,1.2,0.01,0.0025,0.005,0.0005,0.05,0.05,0.136,0.0005,0.1,0.0025,0.115,3,3,2.87,590,-1,,,25,,,2010-04-22,"2010","4","LC-05"
23.2,9.39,10.05,697,45,302,55,138,0.87,0.1,0.022,0.5,0.5,8.6,0.019,23.16,120.95,8.37,0.77,27,568,0.1,0.97,0.01,0.0025,0.005,0.0005,0.05,0.05,0.063,0.0005,0.1,0.0025,0.195,930,930,3.27,595,-1,,,24,,,2010-04-22,"2010","4","23"
26.43,9.05,10.59,789,17,347,64,137,0.83,0.1,0.022,0.74,7.36,10.18,0.151,32.88,226.1,5.7,0.44,68,588,0.1,0.47,0.01,0.007,0.005,0.0005,0.05,0.05,0.205,0.0005,0.1,0.0025,0.132,46000,24000,2.17,656,7.36,,,23,0.11,418.6,2010-06-23,"2010","6","14"
25.5,9.3,15.26,787,85,342,65,139,0.88,0.47,0.022,0.74,8.09,8.59,0.152,22.44,219.64,5.7,0.59,91,529,0.1,0.47,0.333,0.007,0.005,0.0005,0.05,0.05,0.393,0.0005,0.1,0.0025,0.068,240000,240000,1.6,620,8.56,,,24,0.1,455.2,2010-06-23,"2010","6","LC-02"
24.86,9.19,8.54,802,75,342,66,129,0.95,0.81,0.013,0.74,8.83,8.5,0.131,27.78,214.39,6.96,0.37,54,561,0.1,0.47,0.01,0.007,0.005,0.0005,0.05,0.05,0.041,0.0005,0.1,0.0025,0.07,2400,2400,2.4,615,9.653,,,24,0.1,440.2,2010-06-23,"2010","6","LC-04"
26.76,9.13,12.39,800,70,342,65,137,0.9,2.15,0.022,0.74,8.09,9.89,0.135,24.96,235.8,27.48,0.83,81,557,0.1,0.47,0.01,0.012,0.005,0.0005,0.05,0.05,0.065,0.0005,0.1,0.0025,0.066,2400,2400,2.4,638,10.24,,,24,0.12,427.5,2010-06-23,"2010","6","17"
26.1,8.17,4.93,798,40,331,62,125,0.79,0.1,0.022,0.74,8.83,12.58,0.156,30.84,175.2,11.59,3.27,58,546,0.1,0.47,0.01,0.008,0.005,0.0005,0.05,0.05,0.205,0.0005,0.1,0.0025,0.085,110000,110000,1.27,604,8.83,,,24,0.14,263.2,2010-06-23,"2010","6","18"
27,9.12,16.78,802,80,326,66,137,0.82,0.74,0.013,0.74,8.83,9.11,0.019,27.48,214.79,10.13,0.49,70,553,0.1,0.47,0.01,0.009,0.005,0.0005,0.05,0.05,0.065,0.0005,0.1,0.0025,0.08,4600,4600,2.56,623,9.583,,,25,0.12,78,2010-06-23,"2010","6","LC-01"
28.56,9.47,16.74,797,85,342,66,137,0.9,0.26,0.013,0.74,7.36,7.73,0.109,32.88,210.35,5.32,0.37,50,581,0.1,0.47,0.01,0.008,0.005,0.0005,0.05,0.05,0.041,0.0005,0.1,0.0025,0.064,930,930,3.35,631,7.633,,,25,0.14,459.2,2010-06-23,"2010","6","LC-03"
28.6,9.44,17.57,801,80,342,65,135,0.89,0.1,0.015,0.74,7.36,8.92,0.019,28.02,210.75,10.76,0.37,90,537,0.1,0.7,0.01,0.009,0.005,0.0005,0.05,0.05,0.065,0.0005,0.1,0.0025,0.085,4600,2400,2.8,627,7.375,,,25,0.12,450,2010-06-23,"2010","6","21"
27.8,9.4,17.3,801,85,326,65,137,0.89,0.47,0.014,0.74,6.62,8.45,0.119,29.46,211.96,14.85,0.37,32,594,0.1,0.23,0.01,0.009,0.005,0.0005,0.05,0.05,0.065,0.0005,0.1,0.0025,0.097,930,430,2.46,626,7.104,,,26,0.12,625.6,2010-06-23,"2010","6","LC-05"
28.2,9.33,15.59,791,75,326,66,135,0.88,0.1,0.012,0.74,6.62,8.82,0.145,27.12,209.94,7.75,0.37,82,540,0.1,0.47,0.01,0.008,0.005,0.0005,0.05,0.05,0.041,0.0005,0.1,0.0025,0.068,930,930,2.95,622,6.632,,,26,0.12,135.8,2010-06-23,"2010","6","23"
24.1,9.08,5.78,630,65,328.75,49,123,0.87,1.27,0.013,1.47,5.89,9.92,0.146,16.74,197.4,8.37,0.5,40,486,0.1,0.6,0.503,0.0055,0.005,0.0005,0.05,0.05,0.464,0.0005,0.1,0.0025,0.02,93000,93000,3.45,526,7.173,,,20,0.12,,2010-07-29,"2010","7","14"
24.33,9.1,6.49,631.6,70,341.9,49,115,0.86,1.33,0.012,2.2,7.36,9.72,0.123,15,192,8.37,0.36,81.67,455,0.1,3.18,0.603,0.006,0.005,0.0005,0.05,0.05,0.543,0.0005,0.1,0.0025,0.02,43000,43000,2.76,536.67,8.702,,,20,0.12,,2010-07-29,"2010","7","LC-02"
24.2,9.01,5.07,622,75,328.75,49,111,0.79,1.45,0.022,2.2,5.89,10.97,0.141,14.79,193.4,8.37,0.55,53.33,479,0.1,0.6,1.373,0.0061,0.005,0.0005,0.05,0.05,0.915,0.0005,0.1,0.0025,0.02,93000,43000,3.43,532.33,7.34,,,20,0.14,,2010-07-29,"2010","7","LC-04"
24,8.93,4.63,581,80,328.75,45,107,0.74,1.09,0.018,1.47,5.89,14.9,0.135,19.2,163,8.37,0.58,48.33,450,0.1,0.1,2.31,0.0057,0.005,0.0005,0.05,0.05,1.543,0.0005,0.1,0.0025,0.02,240000,93000,3.43,498.33,6.998,,,21,0.14,,2010-07-29,"2010","7","17"
22.7,7.02,0.23,212,240,131.5,8,93,0.27,1.44,0.029,0.5,5.89,10.94,0.019,10.42,160.2,8.37,1.42,105,339,0.1,0.1,9.909,0.0025,0.005,0.0005,0.05,0.05,6.821,0.0005,0.1,0.0025,0.054,93000,93000,2.73,444,7.359,,,21,0.1,,2010-07-29,"2010","7","18"
23.4,8.57,3.32,479,120,249.85,34,149,0.64,1.48,0.037,0.5,5.89,13.94,0.019,20.22,148.5,6.6,0.81,70,426,0.1,1.59,3.615,0.0053,0.005,0.0005,0.05,0.05,3.45,0.0005,0.1,0.0025,0.073,9300000,9300000,2.27,496,7.407,,,21,0.07,,2010-07-29,"2010","7","LC-01"
23.4,9.01,4.36,646,70,349.9,49,109,0.79,1.18,0.022,0.5,5.89,10.4,0.178,23.46,178.8,14.65,0.3514,48,493,0.1,0.1,0.703,0.0025,0.005,0.0005,0.05,0.05,0.634,0.0005,0.1,0.0025,0.02,24000,24000,3.95,541,7.07,,,22,0.1,,2010-07-29,"2010","7","LC-03"
23.7,9,3.13,649,65,341.9,49,115,0.83,1.24,0.022,0.5,5.15,8.97,0.153,16.35,190.1,10.26,0.3666,54,496,0.1,0.1,0.603,0.0057,0.005,0.0005,0.05,0.05,0.395,0.0005,0.1,0.0025,0.02,24000,9300,4,550,6.39,,,22,0.14,,2010-07-29,"2010","7","21"
,9.02,3.69,621,70,315.6,47,113,0.85,1.13,0.025,0.5,5.15,9.41,0.176,15.63,191.4,12.86,0.37,69,463,0.1,1,0.938,0.0106,0.005,0.0005,0.05,0.05,0.819,0.0005,0.1,0.0025,0.02,4300,4300,3.6,532,6.305,,,23,0.12,,2010-07-29,"2010","7","LC-05"
24.4,9.09,6.08,626,70,328.75,48,125,0.9,0.1,0.022,0.5,5.15,10.81,0.175,14.85,174.4,8.37,0.37,40,471,0.1,1,0.804,0.006,0.005,0.0005,0.05,0.05,0.574,0.0005,0.1,0.0025,0.02,9300,4300,4.03,511,5.8,,,23,0.13,,2010-07-29,"2010","7","23"
